original_archive_path,fixed_archive_path
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/INVOKE_CLAUDE_CHILD.ps1,P/01/06/INVOKE_CLAUDE_CHILD.ps1
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/ENVIRONMENT_SETUP_MANIFEST.md,P/01/06/ENVIRONMENT_SETUP_MANIFEST.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/,P/01/05_HSX_ChatGPT_Windows_App/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/,P/01/05_HSX_ChatGPT_Windows_App/prompts/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/05_sources.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/05_sources.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/20_boards.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/20_boards.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/10_wirebond.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/10_wirebond.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/50_synthesis.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/50_synthesis.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/30_package.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/30_package.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/00_inventory.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/00_inventory.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/prompts/40_redteam.md,P/01/05_HSX_ChatGPT_Windows_App/prompts/40_redteam.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/CHECKSUMS.sha256,P/01/05_HSX_ChatGPT_Windows_App/CHECKSUMS.sha256
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/REBUILD_VALIDATION.md,P/01/05_HSX_ChatGPT_Windows_App/REBUILD_VALIDATION.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/legacy_state/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/legacy_state/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/legacy_state/ASSUMPTIONS.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/legacy_state/ASSUMPTIONS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/legacy_state/MASTER_STATE.json,P/01/05_HSX_ChatGPT_Windows_App/previous_results/legacy_state/MASTER_STATE.json
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/20_CONNECTIONS/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/20_CONNECTIONS/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/20_CONNECTIONS/CONNECTION_CHECK.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/20_CONNECTIONS/CONNECTION_CHECK.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/70_PACKAGING/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/70_PACKAGING/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/70_PACKAGING/PACKAGING_REVIEW.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/70_PACKAGING/PACKAGING_REVIEW.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/RED_TEAM.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/RED_TEAM.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/RECOMMENDATIONS.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/RECOMMENDATIONS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/DECISION_GATES.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/90_SYNTHESIS/DECISION_GATES.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/10_COMPONENTS/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/10_COMPONENTS/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/10_COMPONENTS/COMPONENT_REVIEW.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/10_COMPONENTS/COMPONENT_REVIEW.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/10_COMPONENTS/bom_verdict.csv,P/01/05_HSX_ChatGPT_Windows_App/previous_results/10_COMPONENTS/bom_verdict.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/30_3AXIS_ARCH/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/30_3AXIS_ARCH/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/30_3AXIS_ARCH/ARCHITECTURE_TRADE.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/30_3AXIS_ARCH/ARCHITECTURE_TRADE.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_assembled.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_assembled.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/view_user.scad,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/view_user.scad
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_assembled_iso.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_assembled_iso.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_disassembled_iso.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_disassembled_iso.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_disassembled.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_disassembled.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_assembled_top.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/user_cad_measured/user_assembled_top.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.step,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.step
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_front.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_front.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_seat_plate.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_seat_plate.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_section.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_section.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.scad,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.scad
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_top.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_top.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.py,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D.py
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_iso.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_D_triplate_corner/concept_D_iso.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.py,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.py
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.step,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.step
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_top.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_top.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_iso.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_iso.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_front.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_front.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.scad,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B.scad
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_section.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_section.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_zirconia_body.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_B_springclamp_cube/concept_B_zirconia_body.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/PACKAGING_3D_DESIGN.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/PACKAGING_3D_DESIGN.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A.scad,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A.scad
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_front.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_front.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_section.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_section.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_top.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_top.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_iso.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_A_slot_refined/concept_A_iso.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_front.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_front.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_iso.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_iso.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C.scad,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C.scad
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_top.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_top.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_section.png,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C_section.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C.stl,P/01/05_HSX_ChatGPT_Windows_App/previous_results/80_3D_PACKAGING/concept_C_cots_socket/concept_C.stl
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/50_FLANGE/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/50_FLANGE/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/50_FLANGE/FLANGE_SELECTION.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/50_FLANGE/FLANGE_SELECTION.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/40_PI_FANOUT/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/40_PI_FANOUT/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/40_PI_FANOUT/PI_FANOUT.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/40_PI_FANOUT/PI_FANOUT.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/60_WIRING_SHORTS/,P/01/05_HSX_ChatGPT_Windows_App/previous_results/60_WIRING_SHORTS/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/previous_results/60_WIRING_SHORTS/WIRING_PLAN.md,P/01/05_HSX_ChatGPT_Windows_App/previous_results/60_WIRING_SHORTS/WIRING_PLAN.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/,P/01/05_HSX_ChatGPT_Windows_App/outputs/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/FINAL_ACCEPTANCE_CHECKLIST.md,P/01/05_HSX_ChatGPT_Windows_App/outputs/FINAL_ACCEPTANCE_CHECKLIST.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/30D_DIMENSION_AND_COLLISION_LEDGER.csv,P/01/05_HSX_ChatGPT_Windows_App/outputs/30D_DIMENSION_AND_COLLISION_LEDGER.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/SOURCE_LEDGER.csv,P/01/05_HSX_ChatGPT_Windows_App/outputs/SOURCE_LEDGER.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_selected.png,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_selected.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_isometric_exploded.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_isometric_exploded.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_top_envelope.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_top_envelope.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/20_end_to_end_block.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/20_end_to_end_block.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_section.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_section.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/50_final_isolated_readout.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/50_final_isolated_readout.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/50_final_lcc_and_pin_map.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/50_final_lcc_and_pin_map.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_fastener_axes.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_fastener_axes.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_contact_detail.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_contact_detail.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/21_ground_and_shield.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/21_ground_and_shield.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_selected.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_selected.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/10_lcc_recommended_top.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/10_lcc_recommended_top.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_make_cost_down_drawings.py,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_make_cost_down_drawings.py
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/11_lcc_external_exit.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/11_lcc_external_exit.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_section.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_section.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_top_envelope.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_top_envelope.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_contact_detail.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_contact_detail.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_contact_detail.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_contact_detail.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_fastener_axes.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_fastener_axes.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_fastener_axes.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_fastener_axes.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cad_visual_QA.png,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cad_visual_QA.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_isometric_exploded.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_isometric_exploded.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/50_final_corrected_package.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/50_final_corrected_package.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30_make_package_svgs.py,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30_make_package_svgs.py
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_section.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30B_section.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_top_envelope.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30A_top_envelope.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_isometric_exploded.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30C_isometric_exploded.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_concepts.png,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_concepts.png
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_concepts.svg,P/01/05_HSX_ChatGPT_Windows_App/outputs/drawings/30D_cost_down_concepts.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/50_FINAL_INTERFACE_MAP.csv,P/01/05_HSX_ChatGPT_Windows_App/outputs/50_FINAL_INTERFACE_MAP.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/40D_COST_DOWN_INDEPENDENT_RED_TEAM.md,P/01/05_HSX_ChatGPT_Windows_App/outputs/40D_COST_DOWN_INDEPENDENT_RED_TEAM.md
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/cad/,P/01/05_HSX_ChatGPT_Windows_App/outputs/cad/
PHD_HYBRID_2026-07-27/01_PhD_Research/05_HSX_ChatGPT_Windows_App/outputs/cad/50_CAD_KERNEL_REPORT.txt,P/01/05_HSX_ChatGPT_Windows_App/outputs/cad/50_CAD_KERNEL_REPORT.txt
