uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
S0fa6b5dfb0f8,url:dramx.com/news/cailiao-shebei/20241114-37454.html,业界首款300mm碳化硅衬底问世,,全球半导体观察 (DRAmx),2024,2024-11-14,other,T3,zh,,https://www.dramx.com/News/cailiao-shebei/20241114-37454.html,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D01 | D01-19,3,,
S91334730ae95,url:dc-se.com/articledetail.asp?id=12824,中国数据中心800V直流部署现状与挑战,,数智元网 (dc-se.com),2025,2025,other,T3,zh,,https://www.dc-se.com/articledetail.asp?ID=12824,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C06 | D02 | D02-17,3,,
S2f4d27b6f1c8,url:cssc712.net.cn,中国船舶第七一二研究所 — 国内唯一具备船舶电力推进系统集成和自主核心设备供货的专业研究所,,CSSC 712th Research Institute,,,other,T3,zh,,http://www.cssc712.net.cn/,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C01.md | RT-C01-09,3,,
Sa6e034de94a0,url:caea.gov.cn/n6760338/n6760342/c6829521/content.html,"中广核等离子体危废处理'神器' (CAEA: CGN Qingyuan demonstration, ~40-patent plasma core cluster, vertically integrated) — site cert expired on re-fetch; data from search snippet",,国家原子能机构 CAEA,2024,2024,government,T2,zh,,https://www.caea.gov.cn/n6760338/n6760342/c6829521/content.html,,,,,,snippet,search,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V01 | REDTEAM_V01,3,CGN owns plasma waste tech vertically (torch + PSU + plant) - not a PSU retrofit buyer.,CGN owns plasma waste tech vertically (torch + PSU + plant) - not a PSU retrofit buyer.
S9c951c4ecdf0,url:cssc-seth.com/index/cpzx.html,中船赛思亿（无锡）电气科技 — 国产自主系列化变频功率模块与船舶电力推进变频器,,CSSC-SETH,,,other,T3,zh,,https://www.cssc-seth.com/index/cpzx.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C01.md | RT-C01-10,3,,
Sd5ccf0ae621f,url:news.21dianyuan.com/detail/58714.html,低阻抗、高通流、主打电源应用，纳芯微推出集成式电流传感器NSM2311,,世纪电源网 (NOVOSENSE product news),,,other,T3,zh,,https://news.21dianyuan.com/detail/58714.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C30.md | RT-C30-08,3,,"纳芯微 NOVOSENSE NSM2311: 100 uOhm primary, 200 A continuous, 5 kVrms isolation — Chinese integrated current-sensor IC push."
Sa77ec36694d3,url:leadintelligent.com/news-detail/344,先导智能-致力于成为全球智能装备领军企业,,Wuxi Lead Intelligent Equipment Co.,2023,2023,other,T3,zh,,https://www.leadintelligent.com/news-detail/344,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D05 | D05-04,3,,
S488363de35d6,url:mp.ofweek.com/libattery/a656714527537,先导智能从锂电到固态电池，500亿设备蓝海谁是王者？,,OFweek 锂电网,2025,2025,other,T3,zh,,https://mp.ofweek.com/libattery/a656714527537,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C19 | D05 | D05-03,3,,
S99344c8c23bc,url:jiemian.com/article/11301569.html,全球首台！中国公司建成运行全高温超导核聚变装置,,界面新闻 (Jiemian),2024,2024,other,T3,zh,,https://www.jiemian.com/article/11301569.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C12.md | RT-C12-09,3,,上海电气/能量奇点 built the world's first all-HTS tokamak (洪荒70) — Chinese heavy-equipment incumbents already possess HTS coil winding/assembly capability in-house.
S670fe6d383ba,url:caifuhao.eastmoney.com/news/20251109204408589512410,公司是国内领先的核聚变磁体电源供应商，并成功研制了首台300MVA脉冲供电系统,,东方财富网 (Eastmoney),2025,2025-11-09,other,T3,zh,,https://caifuhao.eastmoney.com/news/20251109204408589512410,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D03 | D03-04,3,,
S7399d1a6820b,url:ciqtek.com/about.html,关于国仪量子介绍 (About CIQTEK),,CIQTEK (国仪量子),,,other,T3,zh,,https://www.ciqtek.com/about.html,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D09 | D09-18,3,,
S6125fe701efd,url:gov.cn/zhengce/zhengceku/202502/content_7003496.htm,"关于进一步加强危险废物环境治理 严密防控环境风险的指导意见 (MEE, Feb 2025: new incineration units ≥30,000 t/yr; landfill share <10% by 2030; no plasma-specific or foreign-equipment provisions)",,中华人民共和国生态环境部 / 中国政府网,2025,2025-02-05,government,T2,zh,,https://www.gov.cn/zhengce/zhengceku/202502/content_7003496.htm,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V01 | G02,3,,
S302d5b8d3c65,url:finance.sina.com.cn/tech/roll/2026-03-29/doc-inhssmvq4607958.shtml,北京君正2025年业绩稳增 营收47.41亿元 深耕集成电路领域加码 AI 存储布局,,新浪科技 (Sina Technology),2026,2026-03-29,other,T3,zh,,https://finance.sina.com.cn/tech/roll/2026-03-29/doc-inhssmvq4607958.shtml,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D07 | D07-20,3,,
S03aa8ba705e3,url:finance.sina.com.cn/stock/relnews/cn/2025-04-01/doc-inerskcn0188961.shtml,"华为、比亚迪为何力推""兆瓦级""充电",,新浪财经 (Sina Finance),2025,2025-04-01,other,T3,zh,,https://finance.sina.com.cn/stock/relnews/cn/2025-04-01/doc-inerskcn0188961.shtml,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C04 | D01 | D01-04,3,,
S81bceac0dfb4,url:news.smm.cn/news/103348094,"华宏科技：稀土永磁材料年产能1.5万吨，再生稀土氧化物产能1.2万吨/年 (Huahong/Xintai capacities; 2024 output ~115 t Dy2O3, ~25 t Tb4O7; recycled REE >60% of revenue)",,上海有色网 SMM,2025,2025-05-28,other,T3,zh,,https://news.smm.cn/news/103348094,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V11 | DD-V12,3,,
Sf37043258fa1,url:news.qq.com/rain/a/20240802a07a5n00,华峰测控，聚焦半导体测试国产化 (GaN test global front rank; SiC/IGBT ramp),,Tencent News,2024,2024-08,other,T3,zh,,https://news.qq.com/rain/a/20240802A07A5N00,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C21.md | RT-C21-09,3,,
S29441df6885a,url:researching.cn/articlepdf/m00002/2023/60/15/1500003.pdf,卫星激光通信快速反射镜研究进展及发展趋势 (review: FSM as core ATP component; VCM/piezo/MEMS trilemma; CAS IOE/Changchun lineage dominates Chinese FSM research),,激光与光电子学进展 (Laser & Optoelectronics Progress),2023,2023-08,other,T2,zh,,https://www.researching.cn/ArticlePdf/m00002/2023/60/15/1500003.pdf,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V08 | RT-V08,3,,
Se3edd614859d,url:m.sensorexpert.com.cn/article/260361.html,又一传感器赛道被资本看好！13家国产磁传感器主要厂商都有谁？,,传感器专家网,,,other,T3,zh,,https://m.sensorexpert.com.cn/article/260361.html,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C30 | D08 | D08-18,3,,
Sf54f8b61daf4,url:zhuanlan.zhihu.com/p/20037734329,受益液冷服务器放量：快换接头UQD市场格局梳理,,Zhihu (industry summary),2025,2025,other,T3,zh,,https://zhuanlan.zhihu.com/p/20037734329,,,,,,snippet,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D02 | D02-21,3,,
S81d3883e54c0,url:delta-china.com.cn/zh-cn/news/39732,台达于COMPUTEX 2025聚焦人工智能与节能永续 AI集装箱式数据中心及高压直流电源方案首度亮相,,Delta Electronics (China),2025,2025-05-22,other,T3,zh,,https://www.delta-china.com.cn/zh-cn/news/39732,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D02 | D02-11,3,,
Sd5e421245037,url:ccnta.cn/article/13272.html,合肥中科离子自主研制的240 MeV超导回旋质子加速器成功出束 (CAS Hefei domestic 240 MeV superconducting cyclotron; in-house subsystem localization),,中国核技术网 (China Nuclear Technology Net),2023,2023,other,T3,zh,,https://www.ccnta.cn/article/13272.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,REDTEAM_C35 | RT-C35-08,3,,
Sa16e27e8ccc9,url:mofcom.gov.cn/zwgk/zcfb/art/2025/art_b1ec77dd3f0d4762952904df7cdaadec.html,商务部 海关总署公告2025年第70号 公布暂停实施公告2025年第55号、56号、57号、58号及第61号、62号的决定 (suspension 2025-11-07 至 2026-11-10),,中华人民共和国商务部/海关总署 MOFCOM & GACC,2025,2025-11-07,government,T2,zh,,https://www.mofcom.gov.cn/zwgk/zcfb/art/2025/art_b1ec77dd3f0d4762952904df7cdaadec.html,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V12 | PD,3,,
S22bafca07687,url:mofcom.gov.cn/zwgk/zcfb/art/2025/art_6cb42957741440c6984de696b70df9ae.html,"商务部公告2025年第62号 公布对稀土相关技术实施出口管制的决定 (RE technology export licensing: mining, smelting/separation, metal smelting, 磁材制造 SmCo/NdFeB/Ce, 稀土二次资源回收利用, production-line assembly/commissioning/maintenance/upgrade; effective 2025-10-09)",,中华人民共和国商务部 MOFCOM,2025,2025-10-09,government,T2,zh,,http://www.mofcom.gov.cn/zwgk/zcfb/art/2025/art_6cb42957741440c6984de696b70df9ae.html,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V12 | PD,3,,
Se41c48eaf5d6,url:cn-healthcare.com/articlewm/20230913/wap-content-1605085.html,国产磁共振核心硬件企业一览 (Overview of Domestic MRI Core Hardware Companies),,健康界 (Cn-Healthcare),2023,2023-09,other,T3,zh,,https://www.cn-healthcare.com/articlewm/20230913/wap-content-1605085.html,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C37 | D09 | D09-08,3,,
S1a493dc75290,url:dowaytech.com/4408.html,多维科技推出多系列高精度、高频响、高可靠性TMR电流传感器,,江苏多维科技 (MultiDimension Technology),,,other,T3,zh,,https://www.dowaytech.com/4408.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C30.md | RT-C30-06,3,,Chinese TMR incumbent; closed-loop TMR total temperature drift 0.1-0.2% (-40 to 85 C) — benchmark for realistic accuracy floor.
S8589ef9c1886,url:ditan.com/news/hot/100588.html,字节跳动引入800V高压直流，数据中心供电革命将至,,低碳网 (Ditan.com),2026,2026,other,T3,zh,,http://www.ditan.com/news/hot/100588.html,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D02 | D02-08,3,,
S16d697936b72,url:sensor.ofweek.com/2025-08/art-81012-8420-30669589.html,安徽杀出超级隐形冠军：清华老师干传感器，年入7亿全国第一 (Sinomags profile),,OFweek 传感器网,2025,2025-08,other,T3,zh,,https://sensor.ofweek.com/2025-08/ART-81012-8420-30669589.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C30.md | RT-C30-07,3,,"希磁科技 Sinomags: ¥703M 2024 revenue (+18.4%), #6 global / #1 Chinese magnetic-sensor IDM, own German wafer fab, IPO filing — fills the China import-substitution angle domestically."
S29ee4f28f103,url:fsemi.tech/cms/sealing_test/960.html,封测设备之争 | 国有率最低的环节，孕育未来数年最高的增长,,未来半导体 (fsemi.tech),,,other,T3,zh,,http://www.fsemi.tech/cms/sealing_test/960.html,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C21 | C24 | D06 | D06-05,3,,
S022b3765b529,url:zidonghua.com.cn/news/finance/65735.html,忱芯科技完成2亿元B轮融资，产品获Wolfspeed、onsemi等国际大厂认可,,自动化网 ZiDongHua,2024,2024-12,other,T3,zh,,https://www.zidonghua.com.cn/news/Finance/65735.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C23.md | RT-C23-05,3,,
S9458d19382db,url:news.eccn.com/news_2024030110385754.htm,晶闸管or IGBT？制氢电源成为氢能产业新蓝海,,中电网 (ECCN),2024,2024-03,other,T3,zh,,https://news.eccn.com/news_2024030110385754.htm,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C39 | D10 | D10-09,3,,
S76ffad4c913a,url:m.cbea.com/ldc/201906/854277.html,杭可科技：激活锂电池 构建品牌与技术壁垒 — >80% discharge energy fed back to grid on formation/grading equipment,,电池中国网 (CBEA),2019,2019-06,other,T3,zh,,http://m.cbea.com/ldc/201906/854277.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C20.md | RT-C20-05,3,,
Sb38396d523e2,url:finance.sina.com.cn/jjxw/2023-02-07/doc-imyewiys6491779.shtml,杭可科技：钠离子电池生产对公司的后段设备在技术上影响很小，多数与锂离子电池设备通用,,新浪财经,2023,2023-02,other,T3,zh,,https://finance.sina.com.cn/jjxw/2023-02-07/doc-imyewiys6491779.shtml,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C20.md | RT-C20-06,3,,
S0e7366960c9b,url:brain.lighttech.cc/static/nodes/h/7d2daa25-efc4-4772-8263-f227774ad819.html,核聚变用铠装高温超导线圈精密绕制设备 - 产业节点详情,,"产业智脑 (Industry Brain, lighttech.cc)",2026,2026,other,T3,zh,,https://brain.lighttech.cc/static/nodes/h/7d2daa25-efc4-4772-8263-f227774ad819.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C12.md | RT-C12-08,3,,"Chinese supply-chain mapping already treats precision HTS fusion-coil winding equipment (multi-axis motion, constant tension, deformation monitoring, D-shape/racetrack 3D trajectories) as a defined industry node — domestic entrants expected."
S96b5386930d0,url:eworldship.com/html/2023/manufacturer_1124/198296.html,汇川技术核心驱动系统助力国内首艘多功能铺排船 (Inovance marine propulsion drive systems),,国际船舶网 (eworldship),2023,2023-11-24,other,T3,zh,,https://www.eworldship.com/html/2023/Manufacturer_1124/198296.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C01.md | RT-C01-11,3,,
Sc7fbc60709c4,url:caifuhao.eastmoney.com/news/20260518151256474230070,泰永长征：固态断路器（SSCB）绝对龙头，800V算力时代的AIDC电力守护神,,东方财富网 财富号 (stock commentary),2026,2026-05-18,other,T3,zh,,https://caifuhao.eastmoney.com/news/20260518151256474230070,,,,,,snippet,,,,,,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,2026 mass production | 30_PHASE3_SCORING/REDTEAM_C06.md | NVIDIA Rubin / Google TPU chain claims | RT-C06-07 | TYT (泰永长征) as Delta's exclusive domestic SSCB supplier | claims unverified | promotional source,3,,
S650e6f209864,url:yicai.com/news/102154090.html,"深耕""工业的心脏""，英杰电气持续创新打造新质生产力 (Injet Electric: founded 1996; polysilicon reduction-furnace PSU import substitution since 2008; >70% PV power-supply share 2022; 2023 revenue CNY 1.77B +38%; GaN/SiC RF plasma supplies)",,Yicai 第一财经,2024,2024,other,T3,zh,,https://www.yicai.com/news/102154090.html,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V01 | REDTEAM_V04,3,"Corroborates Yingjie product breadth: thyristor controllers, induction-heating supplies, single-crystal/polysilicon furnace supplies.",
S38356efd46e4,url:cpnn.com.cn/qiye/fadianpd2023/202601/t20260120_1861086.html,"烟台龙源中标全国首个船舶等离子体固废处理项目 (Jan 2026: 10 kW / 5 kg plasma generator, 1,500 consecutive starts, gradient series cooling; 300 h thermal + 500 h performance tests)",,中国能源新闻网 (中能传媒),2026,2026-01-20,other,T2,zh,,https://www.cpnn.com.cn/qiye/fadianPD2023/202601/t20260120_1861086.html,,,,,,fetched,search,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V01 | REDTEAM_V01,3,Longyuan is expanding from ignition into plasma waste treatment - direct entry into V01's segment with in-house PSUs.,Longyuan is expanding from ignition into plasma waste treatment - direct entry into V01's segment with in-house PSUs.
Sf5dcde4b77e6,url:cpitsh.org/cpitshgw/api/getreleasedetails?id=87460977a30d4465b500cd69e4d5dd60,"热等离子体技术：绿色升级的行业领域及""走出去""的新机遇 (Belt-and-Road thermal plasma export pitch; Xinjiang Tianye 5 MW H2-plasma coal cracking, 20-30% comprehensive energy reduction vs carbide route)",,上海市企业走出去综合服务中心 (Shanghai Enterprise Going Global Comprehensive Service Center),2025,2025-02-10,other,T3,zh,,https://www.cpitsh.org/cpitshgw/api/getReleaseDetails?id=87460977a30d4465b500cd69e4d5dd60,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V01 | G02,3,,
Se5b03d8ffe95,url:cj.sina.com.cn/articles/view/1655754620/62b0cf7c00101gmb4?froms=ggmp,爱科赛博：高端电源头部企业，技术领跑核聚变与算力高景气赛道,,新浪财经,2025,2025,other,T3,zh,,https://cj.sina.com.cn/articles/view/1655754620/62b0cf7c00101gmb4?froms=ggmp,,,,,,snippet,,,,,,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C10.md | Actionpower (688719): fusion magnet + NBI/wave-heating supplies | RT-C10-07 | claims domestically leading ripple at MA-class current,3,,
S62d74c42f1b3,url:news.cnpowder.com.cn/51084.html,稀土回收，格林美已经准备好了！(GEM: 废旧稀土永磁非稀土元素回收率>85%、稀土回收率>90%、单一稀土纯度>99.9%; 稀土回收专利申请57件含电机拆解及回收利用; 主导/参与2项国家标准和5项行业标准),,中国粉体网 (cnpowder.com.cn),,,other,T3,zh,,https://news.cnpowder.com.cn/51084.html,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V12 | G07,3,,
S71656d3759ea,url:cls.cn/detail/1422102,联创超导：已在超导磁体及应用端装备集成上积累大量技术优势,,财联社 (CLS),2025,2025,other,T3,zh,,https://www.cls.cn/detail/1422102,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C15.md | RT-C15-12,3,,"联创超导 claims capability to design/build >15 T large-bore HTS magnet systems (induction heating, MCZ crystal growth, compact fusion) on 上海超导 tape — Chinese HTS magnet integration capacity is funded and expanding."
Sb6ff7ae5b8e9,url:caifuhao.eastmoney.com/news/20260525100633698962530,良信800V HVDC国产核心配电+固态断路器+母线监测+整机柜配电方案商,,东方财富网 财富号 (stock commentary),2026,2026-05-25,other,T3,zh,,https://caifuhao.eastmoney.com/news/20260525100633698962530,,,,,,snippet,,,,,,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C06.md | China Mobile Hohhot / China Unicom deployments | GB200/GB300 adaptation | Liangxin (良信) SiC SSCB <100 us | RT-C06-06 | treat claims as promotional | unverified,3,,
S16e14a4601c0,url:cnesa.org/information/detail/?column_id=4&id=7650,英伟达800V架构重塑AI数据中心：31家产业链核心企业大起底,,中关村储能产业技术联盟 (CNESA),2025,2025,other,T3,zh,,https://www.cnesa.org/information/detail/?column_id=4&id=7650,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D02 | D02-13,3,,
S3d4afcc50335,url:163.com/dy/article/kckekib705568w0a.html,英杰电气：回应BEST电源招标未中标传闻,,网易 (163.com),2025,2025,other,T3,zh,,https://www.163.com/dy/article/KCKEKIB705568W0A.html,,,,,,snippet,,,,,,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C10.md | BEST device power-supply tenders contested among multiple domestic listed firms — evidence CAS pipeline is domestically captured | RT-C10-06a,3,,
S8877efe5948c,url:sinofuse.com,西安中熔电气 (Sinofuse Electric),,Sinofuse,2026,2026,other,T3,zh,,https://www.sinofuse.com/,,,,,,snippet,,,,,,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C06.md | 500-1500 V product lines | >100 kA backup fuses | Chinese fuse leader covering data-center UPS/HVDC/SST protection | RT-C06-10,3,,
Scb374f06cceb,url:cntplus.com/truck/222872.html,让电动卡车永无续航焦虑！矿卡常见的架线供电技术为何没普及？(why trolley power never spread in China; BelAZ 1960s heritage),,提加商用车网 (CNTPlus),2024,2024-10-29,other,T3,zh,,https://www.cntplus.com/truck/222872.html,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G08 | RT-V14,3,,
Se8bb32e2c47b,url:360che.com/news/250506/196814.html,超充国标要来了！补能痛点终于有解了？,,卡车之家 (360che.com),2025,2025-05-06,other,T3,zh,,https://www.360che.com/news/250506/196814.html,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D01 | D01-13,3,,
Sebe5d1578269,url:ednchina.com/news/a14411.html,"车载电驱""芯""引擎：RIGOL功率半导体动态性能测试解决方案解析 (RIGOL DPT solution: DG5000 Pro + PIA1000 + DHO5000)",,EDN China,2025,2025,other,T3,zh,,https://www.ednchina.com/news/a14411.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C23.md | RT-C23-08,3,,
Sab73883fc07f,title:部分絶縁巻線を用いた超電導コイル及び超電導コイルの製造方法,部分絶縁巻線を用いた超電導コイル及び超電導コイルの製造方法,,,,unconfirmed,patent,T2,ja,,,,,,JP,"unconfirmed (presumed Tokamak Energy or related, based on title match to CF6-T1-3/T2-2 family)",,,,,,,05_CryoFree_HTS_RND_2026-07,CF-6 | True,3,Presumed Japanese national-phase sibling of the partially-insulated-HTS-coil family already covered under CF6-T1-3/T2-1/T2-2; needs direct J-PlatPat verification before reliance.,
S9cc7f9595eb8,url:bg.qianzhan.com/trends/detail/506/240614-8e5adad6.html,重磅！2024年中国及31省市碳化硅行业政策汇总、解读及发展目标分析,,前瞻产业研究院 (Qianzhan Industry Research Institute),2024,2024-06-14,other,T3,zh,,https://bg.qianzhan.com/trends/detail/506/240614-8e5adad6.html,,,,,,fetched,,,,2026-07-02,2026-07-02,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,D01 | D01-20,3,,
S53b2c62f6d8e,url:m.mysteel.com/zta/nvtiepengfeiliao,"钕铁硼废料价格 (2026-07-02 含税报价: 镨钕PrNd>=20% 770-780 元/kg; 镝Dy>=0.4% 1250-1280 元/kg; 铽Tb>=0.2% 5600-5800 元/kg; 钬Ho>2% 200-220; 钆Gd>5% 90-110 元/kg, 按配分计价)",,我的钢铁网 Mysteel,2026,2026-07-02,other,T3,zh,,https://m.mysteel.com/zta/nvtiepengfeiliao/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V11 | DD-V12,3,,
S760610f58588,url:vzkoo.com/read/2022061694ab3d0a113876769ddf75b8.html,长川科技主营业务分析：CTA/CTT测试机、CTM2100雪崩测试、PIM方案 2000V/1000A、1200A动态,,未来智库 (vzkoo),2022,2022-06,other,T3,zh,,https://www.vzkoo.com/read/2022061694ab3d0a113876769ddf75b8.html,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C23.md | RT-C23-10,3,,
S5757c6850e80,url:tmmor.com/article/yqdjqddksf.html,"音圈电机驱动的快速反射镜结构与特性 (Tongmao Motor - Chinese voice-coil-driven FSM structures, domestic component supplier)",,同茂电机 (Tongmao),,,other,T2,zh,,http://www.tmmor.com/Article/yqdjqddksf.html,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V08 | RT-V08,3,,
S60f5653e1f6f,patent:JP2012033947,高温超電導コイルおよびその製造方法,,,,unconfirmed,patent,T2,ja,,,,,JP2012033947A,JP,unconfirmed,,,,,,,05_CryoFree_HTS_RND_2026-07,CF-6 | True,3,"Title matches the CF-6 query pack closely enough to warrant a follow-up read before G-NOVEL, but content is unverified this session.",
S3176696a4a2d,url:finance.sina.com.cn/wm/2026-05-20/doc-inhyqiyi8639425.shtml,"""逐日工程""微波传能效率再突破 (kW at 100 m, 20.8% DC-DC efficiency, 88% beam collection; MW orbital test ~2030)",,新浪财经 Sina Finance,2026,2026-05-20,other,T3,zh,,https://finance.sina.com.cn/wm/2026-05-20/doc-inhyqiyi8639425.shtml,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,RT-V07,2,,
